macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,exact_match_accuracy,hamming_loss,exact_match_ci_lo,exact_match_ci_hi
0.6606160172802019,0.8111111111111112,0.7267404273588799,0.6508172362555721,0.8111111111111111,0.7221764220939819,0.3055555555555556,0.31203703703703706,0.25833333333333336,0.3527777777777778
